subscriber_id,product,region,acquisition_channel,start_date,contract_type,contract_end_date,bundle_depth,mrr,nps_score,status,churn_date,churn_reason,plan_change,propensity_score,tenure_months,tenure_cohort,last_interaction_date,days_to_churn,grace_period
SKY-02325,Sky Sports,England,Retail,2024-01-26,in-contract,2026-01-15,single,22.0,9,active,,,none,0.23,27,2-5yr,2026-02-01,,false
SKY-02326,Sky Cinema,England,Partner,2024-04-01,rolling-monthly,,double,15.96,9,churned,2025-02-12,price,none,0.912,10,6-12m,2024-12-06,68,false
SKY-02327,Sky Cinema,England,Direct,2024-05-08,in-contract,2025-10-30,double,21.04,7,active,,,none,0.248,23,1-2yr,2026-01-06,,false
SKY-02328,Sky Protect,England,Online,2025-03-17,rolling-monthly,,double,19.08,2,churned,2025-04-20,not_using,none,0.651,1,0-6m,2025-04-06,14,false
SKY-02329,Sky Sports,England,Retail,2024-04-18,rolling-monthly,,triple,38.97,6,active,,,none,0.287,24,2-5yr,2025-12-31,,false
SKY-02330,NOW TV,England,Direct,2025-03-15,in-contract,2026-03-10,triple,18.76,9,active,,,none,0.106,13,1-2yr,2025-10-15,,false
SKY-02331,Sky Broadband,England,Direct,2024-03-30,in-contract,2025-03-25,single,60.03,9,churned,2025-09-13,price,upgrade,0.97,18,1-2yr,2025-08-28,16,false
SKY-02332,Sky Sports,England,Direct,2025-07-02,OOC,2025-04-06,double,21.25,2,active,,,none,0.018,9,6-12m,2025-10-19,,false
SKY-02333,Sky Mobile,Scotland,Online,2024-01-16,in-contract,2025-01-10,double,46.13,10,active,,,none,0.338,27,2-5yr,2026-03-10,,false
SKY-02334,NOW TV,England,Retail,2024-01-15,in-contract,2026-01-04,single,5.94,10,churned,2025-12-19,financial_hardship,none,0.796,23,1-2yr,2025-11-29,20,false
SKY-02335,NOW TV,England,Online,2024-04-28,rolling-monthly,,double,15.61,9,churned,2025-10-11,not_using,none,0.678,18,1-2yr,2025-09-16,25,false
SKY-02336,Sky Sports,England,Online,2024-09-03,OOC,2026-03-02,double,26.85,10,active,,,none,0.194,19,1-2yr,2025-10-16,,false
SKY-02337,Sky Cinema,England,Online,2025-12-25,in-contract,2027-12-15,double,17.77,4,active,,,none,0.108,4,0-6m,2025-11-18,,false
SKY-02338,Sky Glass/Sky Q,England,Direct,2024-11-04,in-contract,2025-10-30,single,46.73,10,churned,2025-06-02,price,none,0.84,7,6-12m,2025-03-09,85,false
SKY-02339,Sky Cinema,England,Online,2025-10-12,in-contract,2027-04-05,single,12.79,7,active,,,none,0.692,6,6-12m,2025-10-19,,false
SKY-02340,NOW TV,England,Telesales,2025-07-11,rolling-monthly,,single,7.96,8,churned,2025-07-16,not_using,none,0.757,0,0-6m,2025-07-05,11,false
SKY-02341,Sky Sports,England,Online,2025-07-25,in-contract,2026-07-20,single,26.09,9,churned,2025-08-20,found_better_deal,none,0.923,1,0-6m,2025-06-16,65,false
SKY-02342,Sky Protect,England,Direct,2025-07-12,in-contract,2027-01-03,double,10.9,5,active,,,none,0.387,9,6-12m,2026-02-28,,false
SKY-02343,Sky Sports,Wales,Direct,2024-09-28,rolling-monthly,,single,29.73,7,churned,2024-10-26,found_better_deal,none,0.622,1,0-6m,2024-10-18,8,false
SKY-02344,Sky Protect,England,Online,2024-02-12,OOC,2025-04-06,triple,25.87,7,active,,,none,0.104,26,2-5yr,2025-12-19,,false
SKY-02345,Sky Mobile,England,Direct,2024-01-04,rolling-monthly,,single,29.67,6,churned,2024-11-09,price,none,0.989,10,6-12m,2024-10-27,13,false
SKY-02346,NOW TV,England,Retail,2024-12-27,rolling-monthly,,single,10.13,9,active,,,none,0.075,16,1-2yr,2025-10-16,,false
SKY-02347,Sky Broadband,NI,Direct,2025-07-29,in-contract,2026-07-24,double,43.29,5,active,,,none,0.382,9,6-12m,2026-03-23,,false
SKY-02348,Sky Glass/Sky Q,England,Direct,2025-02-08,rolling-monthly,,single,62.37,9,active,,,none,0.104,14,1-2yr,2025-11-10,,false
SKY-02349,Sky Sports,England,Online,2025-12-25,OOC,2026-01-31,double,22.1,10,active,,,none,0.094,4,0-6m,2025-11-14,,false
SKY-02350,NOW TV,England,Online,2025-05-11,rolling-monthly,,single,9.93,6,churned,2025-05-13,not_using,none,0.589,0,0-6m,2025-03-18,56,false
SKY-02351,Sky Protect,England,Retail,2024-05-03,rolling-monthly,,double,11.19,10,active,,,upgrade,0.153,23,1-2yr,2026-03-06,,false
SKY-02352,Sky Cinema,England,Direct,2025-11-11,rolling-monthly,,double,12.91,8,active,,,none,0.441,5,0-6m,2025-12-30,,false
SKY-02353,Sky Mobile,England,Direct,2024-05-22,in-contract,2026-05-12,double,34.57,9,active,,,none,0.036,23,1-2yr,2025-11-27,,false
SKY-02354,Sky Mobile,England,Telesales,2025-09-27,in-contract,2027-09-17,triple,26.82,8,active,,,none,0.164,7,6-12m,2026-03-28,,false
SKY-02355,Sky Protect,England,Online,2024-07-19,in-contract,2026-01-10,double,28.73,10,active,,,none,0.274,21,1-2yr,2025-10-22,,false
SKY-02356,Sky Glass/Sky Q,England,Telesales,2025-04-25,in-contract,2027-04-15,single,57.33,9,active,,,none,0.068,12,1-2yr,2026-03-22,,false
SKY-02357,Sky Broadband,England,Retail,2025-06-23,rolling-monthly,,single,49.23,9,active,,,upgrade,0.117,10,6-12m,2025-11-04,,false
SKY-02358,NOW TV,England,Online,2024-06-01,rolling-monthly,,single,8.17,9,churned,2025-06-07,not_using,none,0.954,12,1-2yr,2025-04-19,49,false
SKY-02359,NOW TV,England,Telesales,2025-08-26,rolling-monthly,,single,5.87,2,churned,2025-08-28,not_using,none,0.576,0,0-6m,2025-07-21,38,false
SKY-02360,Sky Sports,England,Telesales,2024-03-06,in-contract,2025-08-28,triple,29.83,9,active,,,downgrade,0.174,25,2-5yr,2026-02-07,,false
SKY-02361,NOW TV,England,Direct,2025-11-03,rolling-monthly,,double,10.1,6,churned,2025-12-18,price,none,0.855,1,0-6m,2025-12-16,2,false
SKY-02362,Sky Protect,England,Telesales,2025-11-22,OOC,2026-03-02,single,10.22,9,active,,,none,0.072,5,0-6m,2026-01-01,,false
SKY-02363,Sky Cinema,England,Online,2025-11-26,rolling-monthly,,single,16.45,0,active,,,none,0.168,5,0-6m,2025-12-28,,false
SKY-02364,Sky Sports,England,Direct,2025-11-03,in-contract,2026-10-29,single,21.4,9,active,,,none,0.142,5,0-6m,2026-03-16,,false
SKY-02365,Sky Protect,England,Online,2025-08-25,in-contract,2026-08-20,triple,31.84,2,active,,,none,0.145,8,6-12m,2025-10-08,,false
SKY-02366,Sky Cinema,England,Telesales,2025-03-24,OOC,2025-05-06,single,13.36,9,active,,,none,0.341,13,1-2yr,2025-10-05,,false
SKY-02367,Sky Sports,England,Retail,2024-05-15,rolling-monthly,,single,25.5,4,churned,2025-03-04,moved,none,0.961,10,6-12m,2025-01-06,57,false
SKY-02368,NOW TV,Scotland,Direct,2025-10-22,rolling-monthly,,single,11.14,10,active,,,none,0.031,6,6-12m,2026-02-09,,false
SKY-02369,Sky Mobile,England,Online,2024-12-14,in-contract,2026-12-04,single,18.84,8,churned,2025-01-21,financial_hardship,none,0.936,1,0-6m,2024-11-16,66,false
SKY-02370,Sky Mobile,England,Telesales,2025-04-14,rolling-monthly,,single,25.01,7,active,,,downgrade,0.068,12,1-2yr,2025-11-10,,false
SKY-02371,Sky Glass/Sky Q,Scotland,Telesales,2024-06-20,OOC,2025-12-02,single,35.32,10,active,,,downgrade,0.167,22,1-2yr,2026-02-25,,false
SKY-02372,Sky Broadband,England,Telesales,2024-11-06,OOC,2026-03-02,single,33.07,10,churned,2025-12-21,not_using,none,0.89,13,1-2yr,2025-10-26,56,false
SKY-02373,NOW TV,Scotland,Direct,2025-04-13,rolling-monthly,,double,12.86,5,active,,,none,0.395,12,1-2yr,2025-11-20,,false
SKY-02374,Sky Broadband,England,Telesales,2024-06-30,rolling-monthly,,double,42.22,10,active,,,none,0.177,22,1-2yr,2026-03-03,,false
SKY-02375,Sky Broadband,England,Direct,2025-05-01,OOC,2025-05-06,double,56.81,7,churned,2025-06-06,moved,none,0.554,1,0-6m,2025-05-16,21,false
SKY-02376,NOW TV,Scotland,Direct,2025-07-26,rolling-monthly,,double,12.48,4,churned,2025-09-11,financial_hardship,none,0.863,2,0-6m,2025-07-11,62,false
SKY-02377,Sky Broadband,England,Direct,2024-08-26,in-contract,2025-08-21,triple,34.79,0,churned,2025-05-28,not_using,none,0.921,9,6-12m,2025-03-21,68,false
SKY-02378,Sky Cinema,England,Online,2024-10-24,in-contract,2026-10-14,double,13.35,7,active,,,none,0.137,18,1-2yr,2026-02-14,,false
SKY-02379,Sky Mobile,Scotland,Partner,2025-02-05,in-contract,2026-07-30,single,32.97,8,churned,2026-02-09,price,none,0.972,12,1-2yr,2025-11-22,79,false
SKY-02380,Sky Broadband,Wales,Online,2025-12-23,rolling-monthly,,single,50.22,6,churned,2026-02-04,not_using,none,0.884,2,0-6m,2026-01-19,16,false
SKY-02381,Sky Protect,England,Retail,2024-06-30,OOC,2025-10-03,single,12.75,10,active,,,none,0.093,22,1-2yr,2026-01-10,,false
SKY-02382,Sky Mobile,England,Telesales,2025-12-03,in-contract,2027-11-23,single,15.62,10,active,,,none,0.15,4,0-6m,2026-01-15,,false
SKY-02383,Sky Mobile,Scotland,Telesales,2024-02-08,OOC,2025-06-05,single,32.52,8,active,,,none,0.089,26,2-5yr,2025-11-02,,false
SKY-02384,Sky Cinema,England,Retail,2024-04-17,in-contract,2025-10-09,single,19.34,7,active,,,upgrade,0.08,24,2-5yr,2025-11-15,,false
SKY-02385,Sky Glass/Sky Q,Scotland,Online,2025-02-14,OOC,2025-11-02,single,37.43,7,active,,,none,0.34,14,1-2yr,2026-01-22,,false
SKY-02386,NOW TV,Scotland,Online,2024-03-03,rolling-monthly,,double,9.65,7,churned,2024-11-13,not_using,none,0.596,8,6-12m,2024-10-18,26,false
SKY-02387,NOW TV,England,Retail,2024-09-19,rolling-monthly,,single,5.66,5,churned,2024-09-19,not_using,none,0.553,0,0-6m,2024-08-10,40,false
SKY-02388,NOW TV,England,Direct,2024-02-14,rolling-monthly,,single,8.13,10,churned,2024-09-10,financial_hardship,none,0.637,7,6-12m,2024-07-06,66,false
SKY-02389,Sky Cinema,England,Telesales,2024-09-28,in-contract,2026-09-18,double,15.19,10,active,,,upgrade,0.353,19,1-2yr,2025-11-26,,false
SKY-02390,Sky Protect,England,Partner,2024-07-09,OOC,2026-01-01,double,13.06,0,churned,2025-06-07,price,none,0.946,11,6-12m,2025-04-02,66,false
SKY-02391,NOW TV,England,Partner,2025-08-09,OOC,2025-12-02,single,12.94,7,active,,,none,0.241,8,6-12m,2025-11-10,,false
SKY-02392,Sky Broadband,England,Partner,2024-10-03,in-contract,2025-09-28,double,45.13,7,churned,2024-12-03,financial_hardship,none,0.635,2,0-6m,2024-10-18,46,false
SKY-02393,Sky Mobile,England,Online,2024-04-23,OOC,2025-05-06,double,17.62,8,churned,2025-07-28,price,downgrade,0.73,15,1-2yr,2025-06-23,35,false
SKY-02394,Sky Broadband,England,Telesales,2025-09-01,rolling-monthly,,single,44.58,5,active,,,none,0.153,7,6-12m,2026-02-23,,false
SKY-02395,Sky Cinema,Scotland,Telesales,2024-03-31,rolling-monthly,,double,21.22,8,churned,2025-03-25,financial_hardship,none,0.558,12,1-2yr,2025-02-27,26,false
SKY-02396,Sky Cinema,England,Retail,2024-11-11,rolling-monthly,,single,12.59,10,active,,,none,0.225,17,1-2yr,2026-03-18,,false
SKY-02397,Sky Mobile,England,Online,2024-08-15,OOC,2025-05-06,triple,37.75,10,churned,2025-03-02,financial_hardship,none,0.96,7,6-12m,2025-02-22,8,false
SKY-02398,Sky Cinema,Scotland,Online,2025-05-14,in-contract,2026-05-09,double,20.47,0,active,,,none,0.306,11,6-12m,2025-11-05,,false
SKY-02399,Sky Glass/Sky Q,England,Online,2025-12-17,in-contract,2027-06-10,single,41.41,3,active,,,none,0.211,4,0-6m,2025-12-07,,false
SKY-02400,NOW TV,Scotland,Telesales,2025-05-13,rolling-monthly,,single,12.84,8,churned,2025-10-25,financial_hardship,none,0.961,5,0-6m,2025-08-12,74,false
SKY-02401,Sky Glass/Sky Q,England,Online,2025-10-07,in-contract,2027-09-27,single,58.05,9,active,,,none,0.042,6,6-12m,2026-01-16,,false
SKY-02402,Sky Cinema,England,Telesales,2024-09-21,rolling-monthly,,single,18.22,9,churned,2025-09-05,not_using,none,0.675,12,1-2yr,2025-08-05,31,false
SKY-02403,Sky Protect,England,Retail,2025-02-23,in-contract,2027-02-13,triple,29.89,10,active,,,none,0.125,14,1-2yr,2026-01-09,,false
SKY-02404,NOW TV,England,Telesales,2024-07-18,rolling-monthly,,single,14.13,0,churned,2024-07-28,financial_hardship,none,0.863,0,0-6m,2024-07-25,3,false
SKY-02405,Sky Cinema,England,Online,2024-05-11,rolling-monthly,,single,10.76,8,active,,,none,0.108,23,1-2yr,2025-12-01,,false
SKY-02406,Sky Cinema,England,Telesales,2025-12-06,in-contract,2027-05-30,single,16.09,10,active,,,none,0.079,4,0-6m,2026-01-29,,false
SKY-02407,Sky Mobile,England,Telesales,2024-04-17,in-contract,2025-10-09,double,32.06,5,active,,,none,0.085,24,2-5yr,2025-10-26,,false
SKY-02408,NOW TV,England,Direct,2025-12-02,rolling-monthly,,single,6.97,10,active,,,none,0.25,4,0-6m,2025-10-03,,false
SKY-02409,Sky Glass/Sky Q,England,Online,2025-08-15,OOC,2026-03-02,single,37.68,7,active,,,none,0.264,8,6-12m,2025-10-26,,false
SKY-02410,Sky Sports,England,Online,2025-07-01,in-contract,2027-06-21,single,23.24,9,churned,2025-07-25,financial_hardship,none,0.792,0,0-6m,2025-05-02,84,false
SKY-02411,Sky Sports,NI,Direct,2024-06-08,in-contract,2025-11-30,triple,24.93,6,active,,,none,0.111,22,1-2yr,2025-12-20,,false
SKY-02412,Sky Sports,England,Telesales,2025-02-09,rolling-monthly,,double,30.49,9,active,,,none,0.149,14,1-2yr,2025-11-26,,false
SKY-02413,Sky Broadband,England,Retail,2024-09-10,in-contract,2025-09-05,single,27.36,10,active,,,none,0.14,19,1-2yr,2025-11-25,,false
SKY-02414,Sky Broadband,Scotland,Telesales,2025-07-11,OOC,2025-12-02,single,51.11,5,churned,2025-08-26,found_better_deal,none,0.747,1,0-6m,2025-08-04,22,false
SKY-02415,NOW TV,Scotland,Telesales,2024-08-30,rolling-monthly,,single,6.05,6,churned,2024-10-18,not_using,none,0.87,2,0-6m,2024-09-04,44,false
SKY-02416,Sky Protect,Scotland,Direct,2024-06-29,in-contract,2025-12-21,single,15.58,9,active,,,none,0.383,22,1-2yr,2026-02-25,,false
SKY-02417,Sky Mobile,England,Retail,2024-11-11,OOC,2026-01-01,single,28.83,7,active,,,none,0.129,17,1-2yr,2025-11-08,,false
SKY-02418,Sky Broadband,England,Online,2025-11-20,in-contract,2027-05-14,double,45.52,9,active,,,none,0.128,5,0-6m,2025-12-16,,false
SKY-02419,Sky Sports,England,Direct,2025-11-24,OOC,2025-08-04,double,31.87,9,active,,,none,0.644,5,0-6m,2026-02-23,,false
SKY-02420,Sky Mobile,England,Online,2025-05-13,OOC,2025-10-03,single,38.62,9,active,,,none,0.13,11,6-12m,2026-01-06,,false
SKY-02421,NOW TV,England,Online,2025-12-01,rolling-monthly,,double,13.25,10,active,,,none,0.138,4,0-6m,2025-11-21,,false
SKY-02422,Sky Mobile,England,Online,2025-03-04,in-contract,2027-02-22,double,51.62,6,churned,2025-04-05,moved,none,0.866,1,0-6m,2025-04-02,3,false
SKY-02423,Sky Glass/Sky Q,England,Online,2024-04-22,OOC,2026-01-01,single,44.68,9,churned,2025-04-07,financial_hardship,none,0.889,12,1-2yr,2025-02-14,52,false
SKY-02424,Sky Glass/Sky Q,Scotland,Telesales,2024-02-26,in-contract,2025-02-20,single,70.72,7,active,,,none,0.234,26,2-5yr,2026-01-23,,false
SKY-02425,Sky Glass/Sky Q,England,Online,2025-09-08,OOC,2025-10-03,single,35.07,9,active,,,none,0.038,7,6-12m,2025-11-29,,false
SKY-02426,NOW TV,England,Online,2025-05-30,rolling-monthly,,double,14.54,10,churned,2025-12-08,not_using,none,0.653,7,6-12m,2025-10-23,46,false
SKY-02427,Sky Protect,England,Retail,2025-06-07,in-contract,2026-06-02,double,22.69,10,active,,,none,0.122,10,6-12m,2026-01-06,,false
SKY-02428,Sky Broadband,England,Online,2025-02-28,in-contract,2026-08-22,triple,66.48,7,active,,,none,0.318,14,1-2yr,2026-03-14,,false
SKY-02429,Sky Sports,Wales,Telesales,2024-05-09,OOC,2025-08-04,single,23.81,8,churned,2024-06-24,found_better_deal,none,0.941,1,0-6m,2024-06-13,11,false
SKY-02430,Sky Cinema,England,Partner,2025-09-02,rolling-monthly,,single,13.58,7,active,,,none,0.199,7,6-12m,2025-11-07,,false
SKY-02431,Sky Cinema,England,Telesales,2025-08-07,rolling-monthly,,single,14.67,5,churned,2025-09-27,not_using,none,0.665,1,0-6m,2025-08-26,32,false
SKY-02432,Sky Cinema,England,Direct,2025-03-10,in-contract,2026-03-05,single,13.34,10,active,,,downgrade,0.295,13,1-2yr,2025-10-25,,false
SKY-02433,Sky Mobile,Wales,Retail,2024-01-26,in-contract,2025-01-20,triple,25.39,10,active,,,none,0.385,27,2-5yr,2025-11-22,,false
SKY-02434,Sky Broadband,England,Direct,2025-04-27,OOC,2026-03-02,single,52.9,10,active,,,none,0.271,12,1-2yr,2026-03-13,,false
SKY-02435,NOW TV,England,Retail,2024-12-20,OOC,2025-12-02,single,14.33,5,active,,,none,0.333,16,1-2yr,2025-11-21,,false
SKY-02436,Sky Protect,Scotland,Retail,2025-06-25,in-contract,2026-06-20,double,10.78,8,churned,2025-06-28,moved,none,0.735,0,0-6m,2025-05-12,47,false
SKY-02437,Sky Mobile,England,Telesales,2024-01-09,rolling-monthly,,triple,36.17,10,active,,,none,0.143,27,2-5yr,2025-12-08,,false
SKY-02438,Sky Mobile,England,Direct,2025-03-22,OOC,2026-01-31,triple,32.96,7,active,,,none,0.022,13,1-2yr,2025-12-21,,false
SKY-02439,Sky Glass/Sky Q,England,Online,2025-12-24,in-contract,2027-12-14,triple,92.9,10,active,,,none,0.399,4,0-6m,2026-01-04,,false
SKY-02440,NOW TV,England,Online,2025-08-27,rolling-monthly,,single,10.96,6,churned,2025-09-19,financial_hardship,none,0.74,1,0-6m,2025-08-18,32,false
SKY-02441,Sky Mobile,England,Telesales,2025-11-24,in-contract,2027-05-18,double,17.97,10,active,,,none,0.243,5,0-6m,2026-03-30,,false
SKY-02442,Sky Protect,England,Online,2025-12-01,in-contract,2027-05-25,single,21.13,9,active,,,none,0.094,4,0-6m,2025-11-22,,false
SKY-02443,Sky Cinema,England,Online,2024-05-12,in-contract,2026-05-02,single,16.92,5,active,,,none,0.541,23,1-2yr,2026-03-01,,false
SKY-02444,Sky Protect,England,Telesales,2025-10-17,rolling-monthly,,single,20.58,8,active,,,none,0.346,6,6-12m,2025-10-19,,false
SKY-02445,NOW TV,England,Telesales,2024-06-04,rolling-monthly,,single,11.63,10,churned,2024-12-25,found_better_deal,none,0.914,6,6-12m,2024-10-01,85,false
SKY-02446,Sky Protect,England,Direct,2024-06-21,in-contract,2025-06-16,single,6.99,5,active,,,downgrade,0.081,22,1-2yr,2026-02-17,,false
SKY-02447,Sky Cinema,Wales,Retail,2025-09-10,rolling-monthly,,single,14.94,8,active,,,none,0.158,7,6-12m,2026-02-22,,false
SKY-02448,Sky Mobile,England,Telesales,2024-11-10,OOC,2025-07-05,single,38.68,8,churned,2025-11-05,price,none,0.888,12,1-2yr,2025-08-14,83,false
SKY-02449,Sky Glass/Sky Q,England,Online,2024-04-20,in-contract,2026-04-10,triple,84.21,10,active,,,none,0.17,24,2-5yr,2026-03-11,,false
SKY-02450,Sky Mobile,England,Online,2025-09-02,in-contract,2027-08-23,single,19.22,10,active,,,none,0.056,7,6-12m,2025-10-05,,false
SKY-02451,Sky Sports,England,Online,2024-03-04,rolling-monthly,,single,25.26,4,churned,2024-06-10,not_using,none,0.846,3,0-6m,2024-04-16,55,false
SKY-02452,Sky Protect,Wales,Online,2025-11-10,in-contract,2027-10-31,single,21.92,9,active,,,none,0.062,5,0-6m,2025-10-29,,false
SKY-02453,Sky Cinema,NI,Online,2024-11-24,in-contract,2026-11-14,double,15.77,3,active,,,none,0.103,17,1-2yr,2026-01-09,,false
SKY-02454,Sky Cinema,England,Direct,2025-08-12,in-contract,2027-08-02,single,16.2,5,active,,,none,0.311,8,6-12m,2025-11-16,,false
SKY-02455,Sky Sports,NI,Telesales,2024-02-22,in-contract,2025-02-16,single,22.62,9,churned,2024-03-11,found_better_deal,none,0.61,1,0-6m,2024-03-07,4,false
SKY-02456,Sky Broadband,England,Online,2025-12-24,in-contract,2027-06-17,double,54.65,8,active,,,none,0.179,4,0-6m,2026-02-16,,false
SKY-02457,Sky Broadband,England,Online,2024-01-25,in-contract,2026-01-14,double,41.56,9,churned,2025-02-21,price,none,0.57,13,1-2yr,2025-01-30,22,false
SKY-02458,NOW TV,England,Online,2025-07-08,rolling-monthly,,single,8.95,8,active,,,none,0.146,9,6-12m,2026-03-29,,false
SKY-02459,Sky Protect,England,Online,2025-11-16,rolling-monthly,,triple,28.82,5,churned,2026-01-24,price,none,0.844,2,0-6m,2026-01-09,15,false
SKY-02460,Sky Protect,England,Telesales,2025-10-20,OOC,2025-11-02,double,18.84,10,active,,,none,0.292,6,6-12m,2025-12-19,,false
SKY-02461,NOW TV,England,Direct,2025-02-24,rolling-monthly,,single,8.82,9,churned,2026-02-14,not_using,none,0.962,12,1-2yr,2025-12-21,55,false
SKY-02462,Sky Broadband,England,Direct,2024-10-30,OOC,2025-10-03,single,25.91,7,active,,,none,0.476,18,1-2yr,2025-10-10,,false
SKY-02463,Sky Cinema,England,Direct,2025-01-23,OOC,2025-12-02,single,18.94,7,churned,2025-09-08,not_using,none,0.624,8,6-12m,2025-07-08,62,false
SKY-02464,NOW TV,England,Telesales,2025-01-12,rolling-monthly,,double,9.45,5,churned,2025-06-17,price,none,0.574,5,0-6m,2025-04-05,73,false
SKY-02465,Sky Broadband,England,Retail,2024-02-25,in-contract,2026-02-14,single,39.98,10,churned,2024-10-01,found_better_deal,none,0.845,8,6-12m,2024-08-17,45,false
SKY-02466,NOW TV,England,Online,2024-02-16,rolling-monthly,,triple,14.09,2,churned,2024-03-17,found_better_deal,none,0.773,1,0-6m,2024-02-27,19,false
SKY-02467,Sky Protect,England,Online,2024-07-14,OOC,2026-01-31,double,26.9,8,active,,,none,0.106,21,1-2yr,2026-03-19,,false
SKY-02468,NOW TV,England,Direct,2025-12-10,rolling-monthly,,triple,7.76,4,churned,2026-02-22,not_using,none,0.759,2,0-6m,2025-12-11,73,false
SKY-02469,Sky Protect,England,Online,2024-06-08,in-contract,2025-06-03,triple,20.92,0,churned,2025-06-28,financial_hardship,none,0.585,12,1-2yr,2025-06-06,22,false
SKY-02470,Sky Broadband,England,Online,2024-08-24,in-contract,2025-08-19,single,43.53,8,churned,2025-01-03,price,none,0.801,5,0-6m,2024-12-10,24,false
SKY-02471,Sky Broadband,England,Partner,2025-08-29,rolling-monthly,,double,61.11,7,active,,,none,0.527,8,6-12m,2026-03-07,,false
SKY-02472,Sky Glass/Sky Q,England,Telesales,2025-07-25,OOC,2026-03-02,triple,76.7,7,active,,,none,0.027,9,6-12m,2026-03-14,,false
SKY-02473,Sky Broadband,England,Retail,2025-04-06,in-contract,2027-03-27,single,52.76,9,churned,2025-09-19,price,none,0.619,5,0-6m,2025-09-08,11,false
SKY-02474,Sky Sports,England,Telesales,2025-10-14,OOC,2025-11-02,single,22.84,0,active,,,none,0.368,6,6-12m,2026-02-07,,false
SKY-02475,NOW TV,England,Online,2024-11-12,rolling-monthly,,double,12.27,8,churned,2024-11-22,not_using,none,0.597,0,0-6m,2024-10-17,36,false
SKY-02476,Sky Broadband,England,Online,2024-03-09,OOC,2025-08-04,single,35.36,4,churned,2024-04-11,price,none,0.691,1,0-6m,2024-02-25,46,false
SKY-02477,Sky Protect,England,Online,2024-06-20,OOC,2025-10-03,double,27.35,8,active,,,none,0.166,22,1-2yr,2026-02-08,,false
SKY-02478,Sky Broadband,England,Online,2025-05-13,in-contract,2026-11-04,single,38.93,7,active,,,none,0.242,11,6-12m,2026-01-21,,false
SKY-02479,Sky Glass/Sky Q,England,Retail,2025-06-29,in-contract,2026-12-21,single,36.04,9,active,,,none,0.252,10,6-12m,2025-12-03,,false
SKY-02480,Sky Mobile,England,Retail,2025-12-05,in-contract,2027-11-25,single,18.03,10,active,,,none,0.042,4,0-6m,2026-01-20,,false
SKY-02481,Sky Sports,England,Online,2024-11-12,in-contract,2026-11-02,single,26.57,8,active,,,none,0.091,17,1-2yr,2026-01-02,,false
SKY-02482,Sky Sports,Scotland,Telesales,2024-10-30,OOC,2025-12-02,double,27.31,9,active,,,none,0.141,18,1-2yr,2026-02-15,,false
SKY-02483,Sky Broadband,England,Retail,2024-06-08,OOC,2025-07-05,single,35.04,10,active,,,downgrade,0.131,22,1-2yr,2025-10-08,,false
SKY-02484,Sky Protect,England,Retail,2025-03-17,OOC,2025-09-03,double,26.15,6,active,,,none,0.207,13,1-2yr,2025-12-10,,false
SKY-02485,Sky Glass/Sky Q,Scotland,Online,2025-02-23,in-contract,2027-02-13,triple,92.73,10,active,,,none,0.211,14,1-2yr,2026-03-05,,false
SKY-02486,NOW TV,England,Retail,2025-12-30,OOC,2025-11-02,double,15.86,3,active,,,none,0.174,4,0-6m,2026-04-01,,false
SKY-02487,Sky Protect,NI,Direct,2025-06-13,in-contract,2026-12-05,triple,15.64,8,active,,,none,0.267,10,6-12m,2025-12-10,,false
SKY-02488,Sky Sports,England,Retail,2025-08-29,in-contract,2027-02-20,single,21.65,4,active,,,none,0.175,8,6-12m,2026-01-12,,false
SKY-02489,NOW TV,England,Direct,2024-11-16,rolling-monthly,,triple,7.05,9,churned,2025-09-01,financial_hardship,none,0.873,10,6-12m,2025-07-03,60,false
SKY-02490,Sky Protect,England,Telesales,2025-11-30,in-contract,2027-11-20,double,17.99,6,active,,,none,0.203,5,0-6m,2025-11-22,,false
SKY-02491,Sky Glass/Sky Q,England,Online,2025-04-28,OOC,2025-06-05,single,64.53,9,active,,,none,0.172,12,1-2yr,2025-11-03,,false
SKY-02492,Sky Protect,England,Online,2024-10-03,rolling-monthly,,single,17.53,10,active,,,none,0.08,18,1-2yr,2025-11-02,,false
SKY-02493,Sky Mobile,Scotland,Retail,2024-05-26,OOC,2026-03-02,single,16.17,10,churned,2024-10-16,price,none,0.895,5,0-6m,2024-09-01,45,false
SKY-02494,Sky Mobile,England,Online,2024-08-04,in-contract,2026-01-26,single,44.79,9,active,,,none,0.273,20,1-2yr,2026-01-05,,false
SKY-02495,Sky Sports,England,Online,2024-01-05,OOC,2025-12-02,single,24.85,7,active,,,none,0.074,27,2-5yr,2026-03-23,,false
SKY-02496,Sky Glass/Sky Q,England,Online,2024-12-08,OOC,2026-03-02,single,62.65,8,churned,2025-01-07,price,none,0.745,1,0-6m,2024-11-20,48,false
SKY-02497,Sky Cinema,Scotland,Online,2025-11-17,in-contract,2027-05-11,single,11.75,8,churned,2026-02-09,not_using,none,0.918,3,0-6m,2025-11-18,83,false
SKY-02498,Sky Cinema,England,Direct,2024-02-27,in-contract,2026-02-16,single,12.17,8,active,,,none,0.544,26,2-5yr,2025-11-10,,false
SKY-02499,Sky Protect,England,Direct,2024-10-09,OOC,2026-01-31,single,17.84,8,active,,,upgrade,0.179,18,1-2yr,2026-01-13,,false
